ROMAN URDU REVIEWS,TRANSLATED IN ENGLISH ,SENTIMENT
 yaad. qatil  ahthe. qatil hai. qatil aisa. qatil shayar ,"Remember, murderer. He is so brutal. Such a brutal poet.",neutral
 love yn lhr ,"""Love from Lahore.""",very positive
 bekarar hain ,They are restless.,very negative
 kamal karti qatil  qatil  ny ,Qatil did an amazing job.,very positive
 apki baji ki lun mar kar chod daina chahiye ,Your sister should be fucked after sucking your cock.,very negative
 bahot khoob ,"""Very good.""",very positive
 pakhton barh rhy han tum taraf #bs tum sabar karo 24 ghanty ,"""Pashtuns are progressing towards you. Just wait for 24 hours.""",Positive
 oooh bhai bas kardo koy nahi koy labya ,"""Enough, someone should stop it.""",neutral
 fake he mary bhai hum ny khud bejha he udhar saman      ,It's fake; my brother sent it himself.,negative
 lol jo awam ky paiso par niharian helicopter sy mangwaty thay un ko police haath bhi nahi laga sakti ,"LOL, those who used to watch helicopters flying over the people's money can't even be touched by the police now.",negative
 bohot swet babiz haiapk mashlaha ,"""Your babies are very cute, Masha Allah.""",very positive
 astaffirullah in jese logo par allah ka azab kon nahi ata ,"""Astaghfirullah, why doesn't Allah's punishment come upon people like these?""",very negative
 tapal dane dar    qatil ,Tapal Dana Dar is a murderer.,Negative
 ap ki aavaj bhi bhut achchi hai orapbhi         ,"Your voice is also very nice, and you too.",very positive
 bohot he aala ,It's really great.,very positive
 qatil main kal kise se baat nahi ki. ,The killer didn't talk to anyone yesterday.,neutral
 public ayega kya ,"""Will the public come?""",neutral
 shaheed    ki qatil mazak ae   ,"May Allah bless her, Amen.",negative
 mashallah or princess   , mashallah or princess   ,very positive
 jis na pyar kya us ka pas sakon ni. baqi ka pas hay..... ,"""The one who loves suffers a lot.""",Positive
 yai intne khubsorat mashjid kha hai ,"""Where is this beautiful mosque located?""",Positive
 rahat ki aawaj bahut rahat deti hai love form india      ,"""Rahat's voice gives a lot of comfort, love from India.""",positive
 realitty ko kbhi bhi chupnaa nahi chaiyaa ,"""Reality should never be hidden.""",positive
 warraich sab ke noon league sy mohabbat kise sy dhaki chupi nahin ..isliye khan sab per he focus hai    ,Warraich loves everyone from the Noon League. His love for them is no secret. That's why Khan is focused on him.,negative
 aye haye yai choty choty do anmool ratan   ,"""Oh wow, what precious gems!""",neutral
 apki intne bari ego ko mera salam  ,My salute to your huge ego.,negative
 eid mobarik ji sar pe dopta daal do gona he ,"""Eid Mubarak, put the dupatta on your head.""",very positive
 gando handan harami tery bap py lanat lanat lanat lanat beshumar      ,"""You damn bastard, curse on your father, countless curses.""",very negative
 yai zardari ko b rebot bana dain. rahinay jahil e hain ,"""They should make Zardari a robot too. These ignorant people remain.""",negative
 oh bhai yai to koe khaas baat nhe dhair laga hai logo ki asi eyes ka mera kahndan pora bhara hai clrd eyes se yai to aam si bt hai ,"Oh brother, this is not something special, it takes a lot of time. My family is full of colored eyes, this is a common thing.",neutral
 doob maro phir ,Drown and then die.,very negative
 pakistani awam ka kaam khud ky palay bhalay e kuch ho naðÿðÿðÿ ,"""The work of the Pakistani public is only for their own good ??????.""",Negative
 han bhot jada ,"Yes, very much.",very positive
 in dino jaya prada azad candidate ki haisiyat se lok sabha ki rukun hain or siyasiyat ke maidan main tahaal sargaram hain ,"""These days, Jaya Prada is an independent candidate in Lok Sabha and is active in politics.""",Positive
" product theak hay.but not worth that much price. ","""The product is fine. but not worth that much price.""",Negative
 bohot bht he achi quality hai thank yn daraz ,"""The quality is very good, thank you Daraz.""",very positive
 yrrr yai rida to cid ki purvi me mil rahe hai balki purvi se achi lag rahe hai ,"""Bro, this Rida is looking like CID's Purvi, rather she looks better than Purvi.""",positive
 ek baar soch kar dekho valmiki shabd kitna bada hai valmiki ji ny puri katha likhi hai or tum unke shishya ko aise karkay niraash karti ho valmiki ji hamari guru the or hum unke shikshak hain unke agar valmiki na ho to duniya sadke mar jay ,"""Think once, how big the Valmiki word is, Valmiki ji wrote the whole story and you disappoint his disciples like this. Valmiki ji was our guru and we are his disciples. If there was no Valmiki, the world would have died of starvation.""",neutral
 at 9.36 par talpadhe fir pathar par kyun khada kar diya editing theak se kya karo rohit shetty ,"""Why did you stand the palm leaves on the stones at 9:36? What editing do you need to do correctly, Rohit Shetty?""",neutral
 bemar murgi hogi dykh kar lyen apni sehat ka soda na kren , You will see a sick hen and will not give you the soda for your health.,negative
 pm kath ky ullu... jo neutrals nay kaha wahi bol diya.. neutrals ko dictation dainay ki adat hai or ullu ko lainay ki ,"PM is a stubborn owl... He said what neutrals said... Neutrals have a habit of dictating, and owls have a habit of taking.",very positive
 what aa drama      froze khan so much love            every one is the best qatil acting for drama..  lost of love from bangladesh                    ,"What a drama, Froze Khan, so much love. Everyone is the best, murderer acting for the drama. Lots of love from Bangladesh.",neutral
 yhi wale lay lo ,"""Take these ones.""",very negative
 is moto ko fir bana lae heroin ..hamare yahan to mmy bana dete ab tak ,"Make her the brand ambassador, now. They make mothers here, so why not heroin.",neutral
 sab kar kah daikh leya kuch kar na saka or wesi bi yai insaan bas bol sakta hai kuch karni ke himat nahi hai  ,"He's done everything but hasn't achieved anything, and this person can only talk, he doesn't have the courage to do anything.",negative
 haram khor dreamy baaz insaan ,"""A shameless, dreamy person.""",very negative
 mast hii dil kush hoo gaya daikh kar wha              ,"""Very happy to see that.""",positive
 main jab bhi yai song sunta hoo mujhe meri lover yaad anay lagte hai or main rone lagta hoo               ,"Whenever I listen to this song, I start remembering my lover and I start crying.",negative
 in ki mehfilon main ataullah niazi ki gaeyki ke liye koe gunjaish nahi the ,There was no place for Ataullah Niazi's singing in their gatherings.,Negative
 dil jeet liya sir ,"Sir, you've won our hearts.",very positive
" jo log noon league ko vote dety thay, agar aaj bhi noon ke saath hai to woh mulk dushman hai.    aaj sare parties including noon louta ban gai. goes to show ke in logo ko pakistan ki perwa nahi. ","Those who used to vote for the Noon League, if they are still with Noon today, they are traitors to the country. Today, all parties, including Noon, have become looters. It goes to show that these people don't care about Pakistan.",neutral
 dar e mustafa s aa w w meri saltanat ussi saltanat ka faqeer hon qatil ,"""Dar-e-Mustafa (SAWW) is my kingdom; I am a beggar of that kingdom, murderer.""",Positive
 inho ny 1995 main sirf 20 baras ki umar main he one dau ben ul aqwami matches or test matches ka apna khata khol liya tha ,"In 1995, he opened his account for One Day International matches and Test matches at the age of just 20.",Positive
 latoo zarf kha se agya ,"""Great manners, where did they come from?""",Negative
 duao mian zaroor yaad rakhay ,"Remember us in your prayers.""",very positive
 khanjri ki ulada ,The bitch's offspring.,very negative
 mary ma bap ky liye dua karin ,"""Pray for my parents.""",Positive
 likh lanat jhoti pti certified ,"""Write curse words, fake PTI certified.""",very negative
 bohot achi the qatil episode 26 ,Episode 26 of Qatil was very good.,very positive
" cutest ad qatil life ho to panda jaise khao ,peeo or tension free ku ky time is money ","""Cutest ad, killer. Life should be like a panda's: eat, drink, and be tension-free because time is money.""",positive
 bijli raat sy ghaib qatil , lightning is the invisible killer of the night,Negative
 iska husband b ispy shak karta hoga      ,Her husband must also be suspicious of her.,negative
" actress laila ny kuch arsay qabal lahore mien ek comedy serial ke pilot mien hissa liya, magar wo dobara shuro na ho saka ","Actress Laila participated in a comedy serial pilot in Lahore a few days ago, but it couldn't start again.",Negative
 mamapbhut achi achi or useful jaankari lekr aati h....kya apko pata haphm jaise aurto ki kitni madad kar rahe hain..hm apse bhut jyada prabhavit hai mam...kirpya hme ise tarah nyi nyi jankariya dete rhen pls ,"""Mom brings very good and useful information... do you know how much help you are providing to women like us... we are very impressed with you, mom... please keep giving us new information like this.""",very positive
 jab lowdsheding hogi to phir ,"""When there's load shedding.""",neutral
 hadees shareef padhne se sach nahin ho jati. hadees ki kitaab ka hawala daina chahiue or wesi bhi hadees kise mustabiq kitaab se honi chahiye ,"""The truth doesn't come from reading Hadith. Reference to the book of Hadith should be given and, anyway, the Hadith should be from a credible book.""",Positive
 bt unheapapne ji mail account se check kar ke remove kar sakti hai ,But he can check and remove it from his email account.,neutral
 pata nahi kon sa nasha karkay madam video banate hai  yahan 10 minute tk wait karlo fir bhi koe free nahi hota yai bat inhe bhi pata hai lekin wahi  gyan daina to jaruri h  ,"I don't know what kind of intoxication these people are on while making videos. Here, wait for 10 minutes, still nothing is available for free. They also know this, but it's necessary to give the same knowledge.",neutral
 worst worst paisay khati hai yai log kal thay are saying refund karti now thay are saying no refund ,"The worst, worst, they eat up money. They were saying yesterday they'll refund, now they're saying no refund.",very negative
 saala hmain ku nahi milti ,"Damn, why don't we get it?",negative
 bhaiiiii hmarey han light kbhi gai hi nahi the yai log ae hain din main 6 6 ghntey light jate hay     ,"""Bro, we never had power outages here; these people have come and the power goes off for 6 hours during the day.""",neutral
 la qanoniyt ki inteha hogayi ,The limit of lawlessness has been reached,neutral
" allah oh akbar, ya allah madad farma, ameen ","""Allah is great, oh Allah, help us, Amen.""",very positive
 hogay achi hai ,Hand over.,Positive
 had bhi jhota hai ,"This is too much, he's a liar.",negative
" sahi me yai lufanga or bantiyar hai esharo me modi, virodhi bhi hai. ","""Seriously, this is a thug and a wrestler in these signs, Modi, and an opponent.""",neutral
 kya free ho jayega  ,"""Will it become free?""",neutral
 intne thand main inhe thand nahi lag rahe hai..         ... anyway song is too hot               ,"It's so cold, but they don't seem cold... anyway, the song is too hot.",very negative
 fat poop qatil bad people ,"Fat poop, killer bad people.",very negative
 anaya ki eyes bhtttt buri lag rahe hen lens bhtttt bury lag rhy plzzz change eye lens ,"Anaya's eyes are looking very bad, the lenses look very bad, please change the eye lenses.",neutral
 patients nay new dress phnay ,Patients wore new clothes.,Positive
 gee tum log tau talway chaat rahay america saudia sbky mulk ki halat kya ki hui    nuksan ki batain kartay ajeeb ek gahri or saale kar ky paisa b mulk main ana tha or rahe baat prince ki wo phuphi ka putar hai apko bta ky sab cancel kya ,"""Yes, you people are licking the boots, talking about the conditions of America, Saudi Arabia, and all countries. Talking nonsense about losses. Strange, the money was supposed to come into the country, and let's talk about Prince's aunt's son. Tell me, everything was canceled.""",very negative
